body_temperature,respiratory_rate,walking_capacity,sleeping_duration,heart_rate,ruminating,health_status
38.6,13,5222,5.3,71,5.2,healthy
40.4,26,13249,2.8,80,3.6,healthy
40.6,19,5004,3.6,44,3.2,healthy
36,23,12338,4.7,78,6.9,healthy
40.2,14,13253,2.8,71,5.7,healthy
40.3,25,12617,2.8,60,6.7,healthy
39.7,36,13069,2.8,74,6.4,healthy
40.5,27,9241,6.9,46,3.4,healthy
40.4,31,13257,3.1,68,6.7,healthy
39.8,14,5004,6.5,55,3.7,healthy
36.5,25,5004,7.2,50,3.6,healthy
39.7,22,12096,2.8,42,5.3,healthy
40,16,8047,3.1,55,4.4,healthy
40.5,12,10476,2.9,65,5.2,healthy
39.5,34,9317,6.6,64,4.2,healthy
40.4,28,5004,7.2,49,3.2,healthy
39.7,41,5004,2.9,75,6.2,healthy
40.6,17,7954,3.7,55,5.3,healthy
40.5,26,5004,3.9,40,3.2,healthy
38.8,20,7597,6.2,66,4.5,healthy
40.4,27,12539,7,47,4.6,healthy
40.5,29,11138,2.8,41,3.6,healthy
39.6,30,5004,7.2,54,4.2,healthy
40.4,14,12608,2.8,38,4.7,unhealthy
40.6,14,7387,4.3,54,4.7,unhealthy
40.2,24,7644,2.8,47,6.2,healthy
40.6,25,5004,7.2,59,6.2,healthy
40.2,36,6747,3.2,63,6.1,healthy
39.7,34,11003,6.9,56,3.1,healthy
40.3,37,5004,7.2,39,4.1,unhealthy
40.6,14,13257,3,67,6.7,healthy
40.6,37,5004,3.4,44,4.7,unhealthy
40.4,32,5004,3.5,51,6.6,unhealthy
40.6,25,13233,6.1,61,3.7,healthy
40.1,36,5929,7.1,48,5.9,unhealthy
40.6,26,5073,6.9,75,4.9,healthy
40.6,21,13257,7.1,52,4.6,healthy
40.5,17,5004,7.2,41,4.1,healthy
40.5,25,13256,2.8,76,6.7,healthy
40.5,14,10111,7.2,48,6.6,unhealthy
40.5,30,13246,2.8,62,6.7,healthy
40.6,24,12990,7.2,69,4,healthy
40.2,23,13255,6.7,71,6.6,healthy
40.6,20,5004,7.2,41,4.7,healthy
40.5,24,6970,5.5,59,4.8,healthy
40.1,32,13247,3.3,70,6.9,healthy
40.4,37,5004,7.2,49,6.6,unhealthy
40,25,13249,2.8,40,5.8,healthy
40.5,26,9977,7.2,45,6.4,healthy
40.6,24,5004,4.2,43,3.7,healthy
40.6,36,5004,2.8,52,3.7,unhealthy
39.5,21,5398,7,66,4.5,healthy
40.3,17,5273,2.8,46,5.7,healthy
40,14,5004,5.4,46,4.3,unhealthy
40.4,37,6114,4.5,43,4.7,unhealthy
40.4,35,13235,2.8,82,6.9,unhealthy
38.9,39,5004,5.2,45,4.2,healthy
40,37,5004,4.6,55,4.6,healthy
40.6,27,13107,7.2,48,5.4,healthy
40.6,27,5004,6.8,38,6.2,healthy
39.8,19,13257,2.8,76,6.6,healthy
38.4,27,5004,2.8,40,3.6,healthy
39.4,16,13257,2.9,77,6.6,healthy
40.1,17,13256,2.8,45,6.5,healthy
40.6,12,11172,7.2,38,3,unhealthy
40.4,38,5039,6.2,69,6.2,healthy
40.4,25,13257,7.1,77,6.2,healthy
40.5,21,12079,6.7,38,4,healthy
38.8,13,11820,2.8,45,5.8,healthy
40.6,17,8420,3.5,49,4.1,healthy
39.8,32,8434,3.5,81,5.1,healthy
40.4,22,8183,7.2,45,3.3,healthy
40.5,29,9643,5.8,39,5.6,healthy
40.4,15,5076,5.8,60,3.4,healthy
40.2,31,5004,2.8,41,4.2,unhealthy
39.4,24,13257,2.8,58,5.5,healthy
38,30,13257,2.9,74,6.5,healthy
39.1,26,13257,2.8,63,6.3,healthy
38.5,27,13257,5.3,81,4.8,healthy
40.2,27,7687,2.8,39,4.9,healthy
39.9,17,13257,2.8,54,4.2,healthy
40.5,27,5004,7.2,38,3.2,healthy
40,29,5051,7.2,39,5.9,healthy
40.3,31,13168,3.6,53,6.3,unhealthy
40.6,44,5004,7.2,38,5.8,unhealthy
36.8,31,13252,2.8,69,6.3,healthy
40.6,34,13152,7.1,40,5.2,unhealthy
39.5,33,5416,7.2,56,4.1,healthy
39.5,20,5004,5.6,57,5.8,healthy
39.4,11,12854,7.2,63,6,healthy
40.5,26,5005,7.1,43,3.9,healthy
40.3,22,13163,2.8,76,4.9,healthy
40.4,13,13257,2.8,66,6.2,healthy
40.5,31,5621,7.2,62,5.5,healthy
39.6,16,13257,2.9,51,6.7,healthy
40.6,37,13257,4.8,55,6,healthy
40.6,24,5074,3.1,43,4.3,healthy
38,25,13257,2.8,68,6.8,healthy
39.5,20,13257,2.8,74,7,healthy
40.5,17,5004,4.6,48,3.2,healthy
38.8,19,13054,2.8,44,5.9,healthy
38.8,13,13257,2.8,43,5.7,healthy
40,35,13257,3.1,57,6,healthy
40.4,17,10864,7.1,68,3.7,healthy
40.5,29,5004,3,38,5.6,healthy
40.6,27,5004,7.2,39,4.2,healthy
40.3,21,12677,7.2,58,4,healthy
40.5,30,11768,2.8,68,3.7,healthy
40.2,31,13256,7.2,53,4,unhealthy
40.1,21,5016,3.5,39,3.2,healthy
40.6,26,5004,7.1,54,4.7,healthy
40.2,32,5021,6.9,43,6.6,unhealthy
39.9,19,7932,2.9,49,6.3,healthy
39.5,23,13254,3.6,50,7,healthy
40.5,36,11380,5.9,78,5.3,healthy
40.6,32,5004,5.8,60,3.3,healthy
40.6,31,12635,5.1,45,5.8,unhealthy
38.6,37,9952,2.9,79,6.6,healthy
38,27,13206,2.8,55,6.6,healthy
40.2,15,13248,4.3,48,5.7,healthy
40.6,27,5004,7.2,40,3,healthy
40.4,32,13112,4.6,44,4.8,unhealthy
40.1,23,13257,2.9,54,7,healthy
40,28,13257,5.6,74,5.1,healthy
40.1,33,13001,5.3,40,6.6,unhealthy
39.8,33,10947,6.9,77,6.1,healthy
39.3,14,5004,4.7,40,3.5,healthy
38.6,16,13257,2.8,66,6.8,healthy
40.4,31,5004,7.2,39,4.7,unhealthy
39.9,25,13227,2.8,75,6.9,healthy
40.3,30,13253,2.9,44,6.4,healthy
37,31,13257,2.9,47,4.7,unhealthy
39.9,25,5004,3,47,3.3,healthy
39.8,22,13257,2.8,64,6.7,healthy
40.3,28,5047,2.9,61,4.9,healthy
40.5,25,6034,5.6,43,4.2,healthy
39.8,26,5010,4.8,41,6.5,healthy
40.4,30,8720,7.1,52,6,healthy
40.6,19,13257,2.8,60,6.7,healthy
38.2,25,13254,2.8,73,6.7,healthy
40.5,13,5004,2.9,44,4.6,unhealthy
39.4,35,10409,4.9,55,5.3,healthy
40.4,14,5046,7.2,74,3.4,healthy
40.6,28,5775,3.4,41,5.9,healthy
40.6,29,5010,7.2,53,5.7,healthy
40.4,28,13101,4.6,70,4.8,healthy
40,26,5004,4.7,55,3.8,healthy
40.4,29,13251,2.8,49,6,healthy
40.4,24,5004,7.2,44,3,healthy
40.6,28,12874,3.9,38,4.4,healthy
39.7,12,13257,2.8,51,6.2,healthy
37.7,29,5020,4.9,63,6.8,healthy
39.2,24,13253,3.1,40,3.9,healthy
40.5,16,6720,7,41,4.4,healthy
39.6,37,5004,2.8,57,4.6,healthy
40.4,14,5289,7.2,42,3.4,unhealthy
40.1,33,13256,2.8,56,6.2,healthy
40.4,31,13247,4.8,50,6.8,unhealthy
40.2,30,9861,6.4,62,6.6,healthy
40.2,39,13206,2.8,44,4.3,unhealthy
40,17,6549,5.9,55,4.4,healthy
33.6,43,13257,2.8,81,7,healthy
40.5,36,5004,7.2,44,4.4,unhealthy
39.2,21,13253,2.8,82,6.2,healthy
40.6,11,5014,5.6,55,5.6,healthy
40.6,27,9389,7,51,5.3,healthy
39,27,13257,2.8,59,6.4,healthy
39.5,26,13255,5,41,5.7,healthy
39.9,34,12999,4.7,44,5.2,healthy
40.6,34,5017,7.2,44,3.7,unhealthy
40.2,19,13212,6.9,68,5.6,healthy
37.2,14,5004,6.6,45,6.8,healthy
40.1,15,5078,7.2,47,6.6,healthy
40.6,32,5341,3.1,37,5.2,unhealthy
39.2,32,13113,7.2,73,6.2,healthy
40.2,18,13257,2.8,67,6.5,healthy
39.8,33,5841,7,64,4.9,healthy
39.6,26,13257,2.8,63,6.3,healthy
40.5,29,13257,2.8,48,6,healthy
40.1,21,13257,2.8,64,6.5,healthy
40.6,14,11590,4.6,38,3,unhealthy
37.1,18,13257,2.8,83,7,healthy
40.6,40,13248,7.2,69,4.2,healthy
40.5,24,13253,6.7,68,5.5,healthy
40.5,30,9175,2.8,47,4.5,healthy
40.1,27,13257,4.4,75,6.2,healthy
39.7,30,13219,2.8,49,4,healthy
40.4,27,5004,3,38,3.6,healthy
40.3,29,8094,7.2,59,3.7,healthy
39.2,37,12370,4.4,70,6.6,healthy
39.4,22,6009,2.8,51,5.4,healthy
40.6,32,10848,2.8,53,6.5,unhealthy
39.9,20,5004,7.2,40,3.6,healthy
40.5,25,5004,7.2,41,4.1,healthy
38.5,27,5045,7.2,38,5.6,healthy
40.1,18,5680,6.9,81,5,healthy
40.1,31,5004,6.2,45,3.3,unhealthy
38.3,17,13163,2.8,81,6.7,healthy
40.1,16,13057,3.5,49,5.7,healthy
36,29,7366,2.9,67,6.6,healthy
39.7,16,12915,2.8,75,7,healthy
38.9,26,13253,2.9,56,5.1,healthy
40,22,13255,2.8,52,5.6,healthy
37.2,30,13257,4.8,66,6.4,healthy
40.5,32,12797,3.2,45,7,unhealthy
37.9,24,13256,6,77,4.4,healthy
39.9,36,5660,5.3,53,6,healthy
40.3,29,13257,2.8,72,7,healthy
40.5,37,5004,2.8,49,6.8,unhealthy
40.6,22,5004,4.9,43,6.5,healthy
40.3,30,13257,3.3,72,6.1,healthy
40.3,26,13257,4.1,71,6,healthy
39.6,13,6682,7.1,65,6.5,healthy
40.6,29,12982,3.3,50,3,healthy
39.6,28,13234,2.8,54,5.7,healthy
40.6,16,9082,6.4,63,3.8,healthy
38.8,22,12560,3,47,6.2,healthy
40.6,18,5004,6.8,40,3.9,healthy
40.6,36,5335,4,49,6.2,unhealthy
40.1,21,6190,5.4,39,3.7,healthy
40,32,12395,6.3,39,5.8,unhealthy
39.8,29,13257,2.8,72,6.9,healthy
37.5,23,13257,6.2,71,6.7,healthy
39.5,38,5004,2.8,40,4.8,healthy
40,18,10363,2.8,39,6.3,healthy
40.3,24,13257,2.8,72,3.7,healthy
39.9,18,13237,4,45,5.6,healthy
38.4,20,13256,5.1,55,4.2,healthy
40.4,26,13084,3.1,61,6.5,healthy
40,22,13242,4.4,59,3.6,healthy
39.7,21,13227,2.8,71,5.5,healthy
40,16,9467,4,48,3.3,healthy
39.6,23,12607,3.1,43,4.7,healthy
40.4,27,13257,2.8,72,6,healthy
40.6,16,5127,7.2,38,5,healthy
40.6,27,5004,7.2,38,3.7,healthy
40.5,19,13231,7,43,6.3,healthy
38.9,19,8189,4.6,52,6.8,healthy
40.5,31,5004,6.2,41,5.1,unhealthy
40.3,16,5004,7.2,38,4.7,healthy
39.2,20,13257,2.8,63,4.8,healthy
39.7,12,7348,5.2,63,5.6,healthy
39.3,21,7239,4.1,38,4.2,healthy
40.6,27,12431,2.8,46,6.1,healthy
38.3,14,13257,2.8,58,5.1,healthy
40.6,24,5564,2.9,61,5.4,healthy
39.1,25,13256,2.9,73,4.7,healthy
40.2,31,6024,3.1,64,4.9,healthy
39.6,37,13256,2.9,66,7,healthy
40.4,31,10988,7.2,59,5,healthy
40.3,18,6062,3,45,3.5,healthy
40.2,22,13245,2.8,41,5.9,healthy
40.1,34,13255,2.8,50,5.6,unhealthy
40.2,31,5004,7.1,41,4.5,unhealthy
40.6,21,10542,2.9,54,3.2,healthy
39.2,21,13024,3,76,5.5,healthy
40.6,24,9174,6.9,39,5.4,healthy
39.7,36,5004,5,54,5.4,healthy
40.1,20,8244,5.2,62,5.8,healthy
39.7,38,5806,7.1,42,3.7,healthy
40,32,13252,2.8,64,7,healthy
39.6,35,12979,7.2,66,3.6,healthy
39,25,13146,3.3,57,4,healthy
39.3,30,5736,2.8,39,3.1,healthy
40.6,33,8352,7.2,39,4.6,unhealthy
40.5,41,5073,3.2,41,3.6,unhealthy
39.4,28,5026,2.8,42,3.4,healthy
40.1,16,13187,7.2,54,4.2,healthy
39.9,21,13257,4.7,50,3.8,healthy
39.4,20,13054,2.9,53,6.1,healthy
40,26,13236,7,39,4,healthy
40.6,31,5004,7.2,37,3.8,unhealthy
40.4,19,13257,3,80,6.2,healthy
39.6,41,5004,6.9,59,6.6,healthy
39.8,43,6647,6.2,71,4.6,healthy
40.5,25,13193,5.4,50,5.9,healthy
40.1,16,7144,6.7,46,4.5,healthy
40.5,24,7484,2.8,53,3.7,healthy
40.6,23,13038,7.2,48,3.6,healthy
39.2,34,8082,2.8,48,6.8,healthy
40.4,31,6718,2.8,55,5,healthy
36.9,29,13182,2.8,78,6.7,healthy
40.2,21,5004,7.1,45,5.7,healthy
39.7,28,12987,5.4,67,5.3,healthy
38,10,13256,2.8,78,5.2,healthy
40.5,24,10515,2.8,42,6.5,healthy
40,27,5004,7.2,49,4.9,healthy
37.5,20,5004,3.1,55,6.7,healthy
39.8,22,5272,3.6,81,3.1,healthy
37.4,14,13257,2.8,79,5.6,healthy
40.6,26,5014,5.8,39,6.6,healthy
39.8,38,5004,2.9,47,6.2,healthy
38.9,19,13257,3.6,51,5.7,healthy
39.9,20,13254,5.5,65,4.5,healthy
40.5,25,9105,6.3,42,5.6,healthy
40.6,23,5004,7.2,39,5.8,healthy
40.1,17,11770,2.8,67,4.5,healthy
40.2,35,13170,7.2,42,6.7,unhealthy
40.1,29,13255,3,76,6.4,healthy
39.9,14,5413,3.8,57,3.4,healthy
40.6,26,13246,7.2,43,5.3,healthy
36.6,18,13257,2.8,74,5.7,healthy
39.6,16,13257,3.6,78,3.9,healthy
39,33,13198,2.8,49,6.8,healthy
40.3,25,5589,4.3,48,5.3,healthy
39.8,19,13242,4.4,61,6.4,healthy
40.4,34,12736,3,74,6.4,healthy
40.4,20,5004,6.6,52,3.8,healthy
40.6,39,5365,7.1,48,4.4,unhealthy
40.4,30,13183,3.2,79,6.9,healthy
40.5,20,5004,7.2,37,3.4,healthy
39.9,25,12194,4.5,61,6.1,healthy
40.4,29,13172,2.8,83,4.9,healthy
40.4,27,5209,3.7,37,5.3,healthy
40.6,21,8238,6.5,42,3.2,healthy
39.8,24,13212,3,72,5.4,healthy
36.9,14,13257,2.8,73,6.7,healthy
39.7,30,13224,2.8,47,6.5,healthy
40.2,19,13257,2.8,74,6.1,healthy
39.8,33,13242,2.9,70,6.9,healthy
40.6,24,13245,2.8,70,3.5,healthy
40.6,32,5004,6.2,64,6.1,healthy
40.5,27,5004,7.2,38,4.1,healthy
40.5,26,5004,7.2,39,6.2,healthy
39.9,21,5004,4.7,40,3.5,healthy
40.6,21,5004,7.2,52,4.5,healthy
40.6,20,11866,6.7,62,4.1,healthy
40.4,33,5004,5.5,65,6.9,healthy
40.1,32,5054,6.3,39,4.9,unhealthy
39.1,37,5004,2.9,48,5.3,healthy
39.5,28,5030,6.9,71,4.5,healthy
40.6,13,5004,2.8,56,5,healthy
39.8,37,13257,2.8,73,6.7,healthy
40.4,20,5004,2.8,79,5.9,healthy
40.6,18,5004,2.9,39,3.9,healthy
38.7,18,13002,2.8,71,6.9,healthy
35.2,19,12954,3.1,56,6.9,healthy
39.8,26,13257,2.8,81,6.6,healthy
39.8,29,5004,7.1,51,4.4,healthy
40.6,22,5004,7.2,40,3.3,healthy
40.6,23,5004,7.2,44,3.4,healthy
38.8,18,7095,7.1,52,6.8,healthy
38.9,20,12602,7.1,56,6.3,healthy
40.6,36,13257,6.4,57,6.9,healthy
40.3,16,11555,2.9,41,3.9,healthy
39.9,19,11577,6.9,71,5.1,healthy
40.5,17,13205,5,43,6.8,healthy
37.9,28,13255,2.8,48,5.5,healthy
40.6,13,5004,2.8,50,6.2,unhealthy
40.5,36,5132,6.8,39,4,unhealthy
39.8,23,5004,5.8,49,4.5,healthy
40.6,29,10559,7.1,67,5,healthy
39.9,31,13133,6.5,57,6.2,healthy
40.6,38,5196,3.8,57,5,healthy
40.2,34,13255,4.6,68,6.7,healthy
40.4,31,5004,6.1,38,3.6,unhealthy
40.3,14,5004,7.2,42,3.2,unhealthy
40.1,32,6676,3.4,62,4.7,healthy
39.7,17,13256,4.3,49,5.2,healthy
39.4,22,12964,2.8,60,6.1,healthy
40.6,19,5558,3.2,52,4.8,healthy
39.6,18,13255,5.5,52,6.5,healthy
40.6,18,5004,4.1,49,3.3,healthy
40.4,17,5004,7.2,52,6.2,healthy
39.3,28,9966,2.8,83,6.9,healthy
40.4,31,5004,6.7,47,4.2,unhealthy
39.5,28,5004,7.2,62,5.7,healthy
40,14,11638,6.4,38,6.2,unhealthy
39.9,41,13242,2.8,48,4.4,healthy
39.6,34,6408,3.3,55,3.9,healthy
40.6,33,5012,7.2,55,5.2,healthy
40.2,36,13257,2.8,53,7,unhealthy
39.8,21,13257,3.6,73,6.4,healthy
40.2,35,5004,4.4,43,4.6,unhealthy
40.1,28,13257,3,81,5.6,healthy
38.7,20,5004,7.2,43,3.3,healthy
40.3,20,5161,6.7,47,5.4,healthy
35.5,21,5368,4.8,57,3.6,healthy
40.6,23,13257,6.3,48,6.6,healthy
38.4,29,12341,3,67,7,healthy
40.1,30,6460,7,58,4.5,healthy
39.3,31,13257,6.3,67,7,healthy
40.4,15,5004,7.2,46,3.5,healthy
39.1,23,5016,5.9,42,4.8,healthy
40.3,20,13216,7,50,4.5,healthy
39.7,23,5061,7.2,59,3.1,healthy
40.4,31,13256,5.8,70,5.6,healthy
39,21,8720,6.9,59,4,healthy
40.4,41,13257,2.9,74,6.7,healthy
40.5,36,6306,5.6,55,3.3,healthy
37.9,34,12781,2.8,72,6.8,healthy
39.6,26,13257,3.1,72,6.5,healthy
40.2,32,13257,2.8,71,5.6,healthy
40.6,38,5004,2.8,73,3.3,healthy
40.2,22,13216,2.8,54,6.3,healthy
37,39,5031,6,38,3.4,healthy
39.5,23,13257,2.8,43,6.8,healthy
40.5,29,5020,2.9,52,5.1,healthy
40.5,37,9126,3.6,57,6.4,healthy
40.2,37,12406,2.9,39,5.7,unhealthy
39.2,36,13257,2.8,49,5.5,healthy
40.6,35,5058,7.2,54,3.1,unhealthy
37.1,25,11184,2.8,76,6.8,healthy
40,31,13255,2.8,74,3.8,healthy
40,28,12680,2.9,42,6.9,healthy
39.2,29,9224,2.8,53,6.8,healthy
40.4,19,13120,4.3,43,5.7,healthy
40.3,21,5155,2.8,39,3.2,healthy
40.2,28,13175,2.8,50,3.8,healthy
40.5,30,5004,6.8,38,4.2,healthy
37.8,20,13248,2.8,63,5.9,healthy
39.1,21,5004,7.2,42,4.1,healthy
39,35,13257,2.8,68,5.8,healthy
40.3,29,5004,5.4,39,6,healthy
37.9,21,10777,2.8,48,5,healthy
39.2,20,13234,6.4,67,5.3,healthy
40.6,16,5262,2.8,46,3.3,healthy
40.6,22,10794,7.2,67,5.1,healthy
40.5,19,12108,2.8,41,5.5,healthy
40,25,13257,2.8,57,6.7,healthy
40.6,20,5004,2.8,39,6,healthy
39.3,30,11845,3.1,74,5.3,healthy
40.2,35,5004,6.7,37,3.5,unhealthy
40.1,28,13257,3,73,6.2,healthy
40.3,25,5004,6.4,39,3.1,healthy
40.6,30,12957,3.9,49,5.5,healthy
40.5,29,13257,2.8,67,5.8,healthy
40.5,32,6146,7.2,63,4,healthy
40.3,21,5004,7.2,44,5.6,healthy
40.1,22,9202,7.2,54,3.8,healthy
40.5,29,5004,7.1,40,3,healthy
38.6,22,10815,3.8,79,6.1,healthy
40.3,22,13082,3.7,75,3.7,healthy
40.1,27,5444,5.1,41,6.1,healthy
40.3,19,13257,4,58,6.9,healthy
39.7,27,5547,7.2,43,4.8,healthy
39.7,26,13240,2.9,47,6.3,healthy
40.2,31,5004,7.2,45,3.7,unhealthy
40,29,5004,6.2,62,3.4,healthy
40,27,13257,4.4,67,7,healthy
40.4,35,5047,7.2,43,5.6,unhealthy
40.6,34,5004,3,60,4.4,healthy
40.6,20,5004,7.2,38,5.8,healthy
40,22,5004,2.8,74,3.3,healthy
37.1,20,11228,6.3,67,4.3,healthy
40.1,29,5004,3,37,3.3,healthy
40.4,26,5004,6.9,53,6.8,healthy
37.8,14,5828,2.8,73,6.5,healthy
40,36,5004,6.6,58,3.7,healthy
39,32,13252,2.8,45,5.6,healthy
39.9,25,12677,2.9,72,6.6,healthy
40.4,20,5004,6.5,38,5.8,healthy
40.2,16,5004,6.9,51,3.6,healthy
40.5,30,13257,3.6,76,4.9,healthy
40.2,36,13063,2.9,42,4.8,unhealthy
40.3,40,5004,7.2,42,4.4,unhealthy
40.4,25,9436,7,58,5.1,healthy
37,22,13257,3.6,67,6.3,healthy
40.6,26,5004,7.1,41,3,healthy
40.4,39,11752,4.7,39,5.5,unhealthy
40.1,26,5279,2.8,63,6.3,healthy
39.6,30,5004,7.2,52,3.6,healthy
39.5,28,5163,3.7,42,5.6,healthy
40.2,31,5004,3.7,48,5.1,unhealthy
40.5,24,13257,7.2,49,7,healthy
40.2,26,5004,6.2,39,3.5,healthy
40.3,37,10304,3.9,38,5.7,unhealthy
40.6,27,5021,6.9,38,4,healthy
38.9,30,13257,2.8,68,6.7,healthy
40.5,14,5004,2.8,44,3.8,unhealthy
40.6,26,7353,2.9,52,5.4,healthy
38.4,26,13222,3,64,6.3,healthy
40.3,24,13003,2.8,39,4.7,healthy
40,16,6482,2.8,42,5.6,healthy
40.3,42,8824,3.3,74,5.2,healthy
40.6,30,9942,3.7,53,4.9,healthy
38.5,21,13162,2.8,69,5.8,healthy
40.6,35,7851,7.1,52,3.8,unhealthy
39.8,32,5004,7.1,49,4.4,healthy
40.3,26,13256,2.8,62,5.4,healthy
40.5,37,5004,7.2,41,4.1,unhealthy
38.2,17,13257,2.8,71,7,healthy
38.4,26,13255,2.9,76,4.5,healthy
37.4,32,13238,2.8,69,6.2,healthy
40.5,23,13249,2.8,49,6.5,healthy
40.5,32,5189,6,38,3.1,unhealthy
40.5,20,7734,3.1,74,5.2,healthy
39.3,32,13216,2.8,79,5.4,healthy
40.5,27,13066,7.2,48,4.5,healthy
39.8,23,5004,3.2,41,5.3,healthy
40.6,31,5004,2.9,44,3.9,unhealthy
40.4,18,6554,6.7,50,3.2,healthy
40.4,18,13257,4.8,73,6,healthy
40.5,21,13216,2.8,71,5.7,healthy
40.2,19,5238,2.9,47,5.6,healthy
40.6,14,5004,5.9,53,3.9,unhealthy
40.6,36,5004,7.1,45,4.4,unhealthy
38.3,24,13257,2.8,83,6.5,healthy
38.6,18,13139,7.2,65,5.8,healthy
40.6,36,5004,7.2,37,3.6,unhealthy
40.5,35,13227,3.2,43,4.8,unhealthy
40.1,27,10912,3.1,76,6.4,healthy
40.5,33,5004,3.3,38,3.1,unhealthy
40.6,39,5004,2.8,40,5.2,unhealthy
40.4,21,6139,3.5,61,6.8,healthy
36.8,18,13253,2.8,76,6.7,healthy
39.6,17,13256,2.9,80,5.8,healthy
40.5,16,5004,7,44,3.1,healthy
40.1,25,5004,6.9,58,3.3,healthy
40.4,20,9694,7.2,67,5.3,healthy
40.6,27,13257,3.2,61,6.7,healthy
40.5,32,5004,4.1,43,6.9,unhealthy
39.7,23,12871,3.2,55,3.6,healthy
40.5,34,5004,3.1,42,3.7,unhealthy
40.3,24,5004,4,48,6.3,healthy
39.7,29,5004,2.9,50,3.9,healthy
40.4,19,5004,5.7,39,4.7,healthy
40.1,32,5004,7.2,46,6,unhealthy
40.6,17,5004,7.2,64,3,healthy
40.4,24,13056,3.8,54,5.2,healthy
39.8,23,5389,6,54,5.7,healthy
40.3,18,5749,4.9,48,6.2,healthy
40.4,14,13257,3.1,62,6.4,healthy
40.6,22,5004,7.2,37,3.6,healthy
39.8,25,10524,3.3,38,3.6,healthy
40.6,25,13217,4.7,38,4,healthy
40.3,17,10772,7.2,73,3.3,healthy
40.6,26,5004,7.1,62,5,healthy
38.5,36,5004,7.2,47,4,healthy
38.8,31,9937,2.8,43,3.7,healthy
40.5,42,5604,4,50,5.6,unhealthy
39.1,29,13145,2.9,68,6.4,healthy
40.1,26,5033,5,44,3.3,healthy
40.6,14,9884,3.5,56,4.2,healthy
40.3,27,11988,7,41,3.2,healthy
40.3,17,13254,2.9,67,4.1,healthy
40.6,43,5004,6.9,38,5.6,unhealthy
40.3,17,12731,2.8,38,5.2,healthy
38.5,17,5004,6.9,52,6.4,healthy
40.6,14,5004,6.2,47,4.5,unhealthy
40.3,23,5004,7.2,55,3.4,healthy
40.4,31,13257,7.1,80,4.7,healthy
40.5,31,5004,7,41,6.6,unhealthy
40.1,21,12900,7.2,40,4.1,healthy
39.8,15,5082,2.8,50,7,healthy
40.6,34,5004,2.8,52,3.3,unhealthy
40.5,21,5363,7.2,41,3.5,healthy
39.8,12,13257,2.8,54,4.7,healthy
40.5,37,5134,2.8,53,6.7,unhealthy
40.5,33,11169,4.7,80,5.1,healthy
40.5,25,5004,7.2,38,4,healthy
38.7,18,8971,2.9,43,4.7,healthy
40.5,22,5004,7.2,50,4.2,healthy
40.1,26,7129,2.8,54,5.4,healthy
40.5,37,5049,7,45,4.1,unhealthy
40.6,36,5004,7.2,57,3.7,healthy
40.5,23,13257,2.8,61,5.5,healthy
36.3,29,5004,3.1,42,6.1,healthy
40.4,31,5004,7,39,4.9,unhealthy
40.4,23,12866,7.2,44,6.6,healthy
40.2,27,7210,3.3,66,4.7,healthy
40.4,24,13189,3.8,44,5.2,healthy
40.3,27,13025,2.8,51,4.4,healthy
40.5,19,5542,7.2,42,4.1,healthy
37.1,28,12849,2.8,61,5.4,healthy
39.3,16,13257,2.9,44,7,healthy
40.6,23,13257,2.8,57,4.8,healthy
40.3,34,12647,4.8,62,5.8,healthy
40.3,36,13257,2.8,59,4.3,healthy
40.2,22,5070,2.8,41,6.2,healthy
35.6,21,13200,7.2,46,5.8,healthy
40.5,18,5004,6.1,38,4,healthy
38.5,17,13243,2.8,52,5.1,healthy
40.5,21,13257,2.8,55,3.1,healthy
40.3,19,13257,2.9,80,6.3,healthy
40.3,24,5004,5.1,59,6.6,healthy
40.4,30,5065,2.9,44,5.6,healthy
40.5,24,5138,3.4,50,5.2,healthy
40.2,20,5004,7.1,42,5.6,healthy
38,13,13149,7,67,3.5,healthy
40.4,18,5004,7.2,47,4.2,healthy
39,24,10642,2.8,41,5,healthy
40.4,34,5075,7.2,43,4.7,unhealthy
40,19,5004,7.2,40,5.6,healthy
40.4,19,5106,3.6,49,5.1,healthy
38.8,37,13019,6.8,69,4.1,healthy
39,24,5004,5.2,63,4.1,healthy
40.6,39,13194,2.8,68,6.6,healthy
40.3,22,13257,6.6,59,3.7,healthy
40.6,37,5004,7,38,3.1,unhealthy
40.6,20,5004,3.7,37,6.5,healthy
39.1,28,13098,6.3,76,5.8,healthy
40.5,28,5004,6.3,42,5.3,healthy
40.4,29,5193,7.2,40,6.2,healthy
40.6,29,8798,7.2,48,3.9,healthy
39.7,24,5004,5.8,64,6.1,healthy
40.1,15,13257,2.8,54,6.9,healthy
39.7,25,5004,6.9,44,4.3,healthy
40.5,22,6870,7.2,65,3.8,healthy
39.4,28,12782,3,58,3.1,healthy
39.9,27,13257,2.8,59,6.6,healthy
39.7,26,11495,7.2,44,6.8,healthy
39.9,35,5229,7.1,65,6.1,healthy
39.7,17,7720,5.7,67,5.6,healthy
40.4,26,5004,6.2,38,4.5,healthy
39.1,30,5512,4.4,42,3.5,healthy
40.6,19,5562,2.9,44,6.5,healthy
39.5,31,13188,6.2,51,4.5,healthy
40.4,21,5015,6.7,41,3.9,healthy
39,37,13235,2.8,64,6.5,healthy
40.4,18,11770,3.1,62,5.6,healthy
39.3,37,5016,2.8,73,6.7,healthy
